"0","1","PracticeHighscores","score_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"0","1","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"0","1","PracticeHighscores","woocommerce-login-nonce",
"0","1","PracticeHighscores","woocommerce-reset-password-nonce",
"0","1","PracticeHighscores","_wpnonce",
"0","2269","PracticeHighscores","score_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"0","2269","PracticeHighscores","score_Bloedglucosewaarde_meten_via_vingerprik_en_bloedglucosemeter","138"
"0","2269","PracticeHighscores","score_Covid-19-vaccin_van_Pfizer-BioNtech_injecteren","68"
"0","2269","PracticeHighscores","score_Inbrengen_neusmaagsonde","62"
"0","2269","PracticeHighscores","score_Injecteren_insuline_met_navulbare_insulinepen","104"
"0","2269","PracticeHighscores","score_Verwisselen_huidplaat_en_stomazakje_eendelig_systeem","86"
"0","2269","PracticeHighscores","score_Verwisselen_suprapubische_verblijfskatheter","85"
"0","2269","PracticeHighscores","score_Voorbereiden_medicijn_injecteren_oplossing","108"
"0","2269","PracticeHighscores","score_Zwachtelen_onderbeen_met_korte_rek_zwachtels","37"
"0","2269","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"0","2269","PracticeHighscores","stars_Bloedglucosewaarde_meten_via_vingerprik_en_bloedglucosemeter","6"
"0","2269","PracticeHighscores","stars_Covid-19-vaccin_van_Pfizer-BioNtech_injecteren","3"
"0","2269","PracticeHighscores","stars_Inbrengen_neusmaagsonde","3"
"0","2269","PracticeHighscores","stars_Injecteren_insuline_met_navulbare_insulinepen","3"
"0","2269","PracticeHighscores","stars_Verwisselen_huidplaat_en_stomazakje_eendelig_systeem","3"
"0","2269","PracticeHighscores","stars_Verwisselen_suprapubische_verblijfskatheter","3"
"0","2269","PracticeHighscores","stars_Voorbereiden_medicijn_injecteren_oplossing","3"
"0","2269","PracticeHighscores","stars_Zwachtelen_onderbeen_met_korte_rek_zwachtels","2"
"0","2269","PracticeHighscores","woocommerce-login-nonce",
"0","2269","PracticeHighscores","woocommerce-reset-password-nonce",
"0","2269","PracticeHighscores","_wpnonce",
"37","1","PracticeHighscores","score_Blaaskatheterisatie_bij_een_man,_verblijfskatheter","0"
"37","1","PracticeHighscores","score_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"37","1","PracticeHighscores","score_Techniek_handdesinfectie","0"
"37","1","PracticeHighscores","score_Techniek_handreiniging","0"
"37","1","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_man,_verblijfskatheter","0"
"37","1","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","0"
"37","1","PracticeHighscores","stars_Techniek_handdesinfectie","0"
"37","1","PracticeHighscores","stars_Techniek_handreiniging","0"
"37","1","PracticeHighscores","woocommerce-login-nonce",
"37","1","PracticeHighscores","_wpnonce",
"37","2269","PracticeHighscores","score_AED","54"
"37","2269","PracticeHighscores","score_Blaaskatheterisatie_bij_een_man,_verblijfskatheter","138"
"37","2269","PracticeHighscores","score_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","252"
"37","2269","PracticeHighscores","score_Blaasspoelen_met_spoelzakje_via_verblijfskatheter","159"
"37","2269","PracticeHighscores","score_Bloedglucosewaarde_meten_via_vingerprik_en_bloedglucosemeter","147"
"37","2269","PracticeHighscores","score_Inbrengen_Saf-T-Intima_subcutane_infuuscanule","120"
"37","2269","PracticeHighscores","score_Injecteren_insuline_met_navulbare_insulinepen","207"
"37","2269","PracticeHighscores","score_Injecteren_intramusculair(loodrechttechniek)_-_Ampul","67"
"37","2269","PracticeHighscores","score_Injecteren_intramusculair(loodrechttechniek)_-_Flacon","168"
"37","2269","PracticeHighscores","score_Injecteren_intramusculair(loodrechttechniek)_-_Oplossing","162"
"37","2269","PracticeHighscores","score_Injecteren_intramusculair_(loodrechttechniek)","156"
"37","2269","PracticeHighscores","score_Injecteren_intramusculair_(loodrechttechniek)_-_Flacon","189"
"37","2269","PracticeHighscores","score_Injecteren_subcutaan_(huidplooitechniek)","135"
"37","2269","PracticeHighscores","score_Injecteren_subcutaan_(huidplooitechniek)_-_Ampul","231"
"37","2269","PracticeHighscores","score_Injecteren_subcutaan_(huidplooitechniek)_-_Flacon","146"
"37","2269","PracticeHighscores","score_Injecteren_subcutaan_(huidplooitechniek)_-_Oplossing","176"
"37","2269","PracticeHighscores","score_Injecteren_subcutaan_(loodrechttechniek_-_Fraxiparine)","162"
"37","2269","PracticeHighscores","score_Reanimatie_met_AED_(1_persoon)","42"
"37","2269","PracticeHighscores","score_Suertubular_Exchange","174"
"37","2269","PracticeHighscores","score_Techniek_handdesinfectie","69"
"37","2269","PracticeHighscores","score_Techniek_handreiniging","99"
"37","2269","PracticeHighscores","score_Toedienen_medicijnen_in_wangzak","168"
"37","2269","PracticeHighscores","score_Toedienen_medicijnen_onder_tong","117"
"37","2269","PracticeHighscores","score_Toedienen_medicijnen_via_Saf-T-Intima_subcutane_infuuscanule","159"
"37","2269","PracticeHighscores","score_Toedienen_medicijnen_via_subcutane_infuuscanule_bolusinjectie","66"
"37","2269","PracticeHighscores","score_Verwisselen_huidplaat_en_stomazakje_tweedelig_systeem","68"
"37","2269","PracticeHighscores","score_Verwisselen_suprapubische_verblijfskatheter","72"
"37","2269","PracticeHighscores","score_Voorbereiden_medicijn_injecteren_ampul","171"
"37","2269","PracticeHighscores","score_Voorbereiden_medicijn_injecteren_flacon","135"
"37","2269","PracticeHighscores","score_Voorbereiden_medicijn_injecteren_oplossing","116"
"37","2269","PracticeHighscores","stars_AED","2"
"37","2269","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_man,_verblijfskatheter","2"
"37","2269","PracticeHighscores","stars_Blaaskatheterisatie_bij_een_vrouw,_verblijfskatheter","3"
"37","2269","PracticeHighscores","stars_Blaasspoelen_met_spoelzakje_via_verblijfskatheter","4"
"37","2269","PracticeHighscores","stars_Bloedglucosewaarde_meten_via_vingerprik_en_bloedglucosemeter","6"
"37","2269","PracticeHighscores","stars_Inbrengen_Saf-T-Intima_subcutane_infuuscanule","4"
"37","2269","PracticeHighscores","stars_Injecteren_insuline_met_navulbare_insulinepen","4"
"37","2269","PracticeHighscores","stars_Injecteren_intramusculair(loodrechttechniek)_-_Ampul","3"
"37","2269","PracticeHighscores","stars_Injecteren_intramusculair(loodrechttechniek)_-_Flacon","4"
"37","2269","PracticeHighscores","stars_Injecteren_intramusculair(loodrechttechniek)_-_Oplossing","3"
"37","2269","PracticeHighscores","stars_Injecteren_intramusculair_(loodrechttechniek)","4"
"37","2269","PracticeHighscores","stars_Injecteren_intramusculair_(loodrechttechniek)_-_Flacon","3"
"37","2269","PracticeHighscores","stars_Injecteren_subcutaan_(huidplooitechniek)","3"
"37","2269","PracticeHighscores","stars_Injecteren_subcutaan_(huidplooitechniek)_-_Ampul","3"
"37","2269","PracticeHighscores","stars_Injecteren_subcutaan_(huidplooitechniek)_-_Flacon","3"
"37","2269","PracticeHighscores","stars_Injecteren_subcutaan_(huidplooitechniek)_-_Oplossing","3"
"37","2269","PracticeHighscores","stars_Injecteren_subcutaan_(loodrechttechniek_-_Fraxiparine)","4"
"37","2269","PracticeHighscores","stars_Reanimatie_met_AED_(1_persoon)","2"
"37","2269","PracticeHighscores","stars_Suertubular_Exchange","3"
"37","2269","PracticeHighscores","stars_Techniek_handdesinfectie","3"
"37","2269","PracticeHighscores","stars_Techniek_handreiniging","3"
"37","2269","PracticeHighscores","stars_Toedienen_medicijnen_in_wangzak","3"
"37","2269","PracticeHighscores","stars_Toedienen_medicijnen_onder_tong","4"
"37","2269","PracticeHighscores","stars_Toedienen_medicijnen_via_Saf-T-Intima_subcutane_infuuscanule","3"
"37","2269","PracticeHighscores","stars_Toedienen_medicijnen_via_subcutane_infuuscanule_bolusinjectie","4"
"37","2269","PracticeHighscores","stars_Verwisselen_huidplaat_en_stomazakje_tweedelig_systeem","3"
